,loadingOrder,Port,longitude,latitude,longitude_int,latitude_int
2496,HF983933790407,HKHKG,114.117093,22.338358,114,22
2497,TR711670295476,HKHKG,114.11793300000001,22.3322,114,22
2498,OT275157150394,HKHKG,114.11758999999999,22.34779,114,22
2499,PC982588523996,HKHKG,114.11616000000001,22.336551999999998,114,22
2500,NK422379001106,HKHKG,114.118728,22.3324,114,22
2501,LK977181042185,HKHKG,114.120448,22.34439,114,22
2502,HF274194158841,HKHKG,114.118,22.347832999999998,114,22
2503,IM933627646809,HKHKG,114.11793200000001,22.332065,114,22
2504,NO281993031189,HKHKG,114.117093,22.338358,114,22
2505,SO674833753237,HKHKG,114.287872,22.570535,114,22
2506,HX270817463601,HKHKG,114.121228,22.326932,114,22
2507,JS334954837255,HKHKG,114.11616000000001,22.336551999999998,114,22
2508,PY661557392831,HKHKG,114.12511699999999,22.332333,114,22
2509,ON969987547272,HKHKG,114.118043,22.345822000000002,114,22
2510,QD591460477930,HKHKG,114.11788700000001,22.331757999999997,114,22
2511,HP331091601426,HKHKG,114.11616000000001,22.336551999999998,114,22
2512,RE561903171113,HKHKG,114.271323,22.569817999999998,114,22
2513,TL759146732223,HKHKG,114.117093,22.338358,114,22
2514,MQ304328026125,HKHKG,114.11618200000001,22.334902,114,22
2515,RF384622703546,HKHKG,114.127953,22.328565,114,22
2516,ON877359231949,HKHKG,114.118728,22.3324,114,22
2517,HZ900101811619,HKHKG,114.117167,22.33365,114,22
2518,PB996788547231,HKHKG,114.11674,22.334823,114,22
2519,QF472879570091,HKHKG,114.27938300000001,22.579417000000003,114,22
2520,MN844364631162,HKHKG,116.3686,22.3743,116,22
2521,RI428463846523,HKHKG,114.1166,22.33595,114,22
2522,HZ730578035199,HKHKG,114.11813300000001,22.331867000000003,114,22
2523,TC498095430896,HKHKG,114.118,22.347917000000002,114,22
2524,LH452809262873,HKHKG,114.11718799999998,22.333662,114,22
2525,SQ782130268493,HKHKG,114.12515,22.335932999999997,114,22
2526,RK716185253922,HKHKG,114.117093,22.338358,114,22
2527,JZ550794516640,HKHKG,114.11813300000001,22.331867000000003,114,22
2528,TH755815602122,HKHKG,114.11816699999999,22.347255,114,22
2529,MZ530071015048,HKHKG,114.116657,22.335717000000002,114,22
2530,FZ555574073681,HKHKG,114.120448,22.34439,114,22
2531,VQ281123500249,HKHKG,114.11998500000001,22.343027,114,22
2532,EU401444285898,HKHKG,114.118,22.332497,114,22
2533,BE646727427044,HKHKG,114.12573300000001,22.330682999999997,114,22
2534,YO478616766829,HKHKG,114.11749499999999,22.333388,114,22
2535,DI851800751453,HKHKG,114.116657,22.335717000000002,114,22
2536,VB878746820066,HKHKG,114.127475,22.328435,114,22
2537,XD902329269034,HKHKG,114.12115,22.3443,114,22
2538,DK348914209041,HKHKG,114.12075,22.345492999999998,114,22
2539,CB312219469453,HKHKG,114.11818799999999,22.332710000000002,114,22
2540,VG150005033726,HKHKG,113.86748500000002,22.485198,113,22
2541,BB703632984745,HKHKG,114.12427,22.332411999999998,114,22
2542,ZJ775589139419,HKHKG,114.11818999999998,22.347788,114,22
2543,VF644158098653,HKHKG,114.116657,22.335717000000002,114,22
2544,VP814335085399,HKHKG,114.11391699999999,22.3425,114,22
2545,FM419666357004,HKHKG,114.127742,22.328515,114,22
2546,FM335494552885,HKHKG,114.12555800000001,22.330478,114,22
2547,BA482715641502,HKHKG,114.116518,22.329342999999998,114,22
2548,YM305778386930,HKHKG,114.117455,22.332147,114,22
2549,XW317033120972,HKHKG,114.11826699999999,22.332217,114,22
2550,GS431551247099,HKHKG,114.1166,22.33595,114,22
2551,UB615027475546,HKHKG,114.117093,22.338358,114,22
2552,AX891281472890,HKHKG,114.118222,22.347958,114,22
2553,VF364326043942,HKHKG,114.120448,22.34439,114,22
2554,FY568606324006,HKHKG,114.116925,22.333428,114,22
2555,GC249721662910,HKHKG,114.117093,22.338358,114,22
2556,AX514253100826,HKHKG,114.11826699999999,22.332217,114,22
2557,VV569465327670,HKHKG,114.11698999999999,22.3353,114,22
2558,FV151852044777,HKHKG,114.11793300000001,22.3322,114,22
2559,XM175328429669,HKHKG,114.11797299999999,22.34788,114,22
2560,GR989285158359,HKHKG,114.269558,22.571113,114,22
2561,YW638325217174,HKHKG,114.11608799999999,22.336607,114,22
2562,FO962392008401,HKHKG,114.12105,22.344117,114,22
2563,XM341317345500,HKHKG,114.117332,22.333417,114,22
2564,DZ158663097961,HKHKG,114.125267,22.3308,114,22
2565,WP521993540654,HKHKG,114.12113500000001,22.344177,114,22
2566,XK722481192482,HKHKG,114.12471699999999,22.333433,114,22
2567,BQ994086207776,HKHKG,114.1175,22.333607,114,22
2568,EW655554205439,HKHKG,114.121058,22.344186999999998,114,22
2569,BR597594438657,HKHKG,114.118177,22.336275,114,22
2570,XK342909866412,HKHKG,114.124347,22.336393,114,22
2571,DE262086771416,HKHKG,114.12427,22.332411999999998,114,22
2572,FB509458052414,HKHKG,114.11742,22.332873,114,22
2573,FV720279054416,HKHKG,114.116518,22.329342999999998,114,22
2574,XP417261272734,HKHKG,114.446867,22.085767,114,22
2575,YT549548289531,HKHKG,114.12666499999999,22.325617,114,22
2576,YT369876293400,HKHKG,114.12075,22.345492999999998,114,22
2577,BJ679854131822,HKHKG,114.28435800000001,22.573032,114,22
2578,UG946481145914,HKHKG,114.116518,22.329342999999998,114,22
2579,BU356599525816,HKHKG,114.12773999999999,22.328288,114,22
2580,YS361365535403,HKHKG,114.11744499999999,22.33371,114,22
2581,WR573514369316,HKHKG,114.12525,22.330717,114,22
2582,BU570730664183,HKHKG,118.979,24.1982,118,24
2583,FK634016905398,HKHKG,114.12026200000001,22.345368,114,22
2584,ZE366651577990,HKHKG,114.11816699999999,22.332367,114,22
2585,XR862836594151,HKHKG,114.11746699999999,22.3326,114,22
2586,DX760805365705,HKHKG,114.128068,22.32876,114,22
2587,UV432278112358,HKHKG,114.12038799999999,22.343438,114,22
2588,UY140910191724,HKHKG,114.11616000000001,22.336551999999998,114,22
2589,UK102699516821,HKHKG,114.118728,22.3324,114,22
2590,TZ754087026722,HKHKG,117.400903,22.918947,117,22
2591,GX857963836985,HKHKG,114.12075,22.345492999999998,114,22
2592,WG132883929798,HKHKG,114.117745,22.332015,114,22
2593,FF956911382785,HKHKG,114.117093,22.338358,114,22
2594,DP748670007802,HKHKG,114.11998500000001,22.343027,114,22
2595,CL228416148722,HKHKG,114.11616000000001,22.336551999999998,114,22
2596,ZS741532090596,HKHKG,114.116423,22.335838,114,22
2597,VL918107600952,HKHKG,114.118232,22.3473,114,22
2598,TY810387207012,HKHKG,114.117775,22.332985,114,22
2599,CP970390364484,HKHKG,114.11826699999999,22.332217,114,22
2600,FL343063694865,HKHKG,114.101542,22.314085000000002,114,22
2601,FJ193282410830,HKHKG,114.117093,22.338358,114,22
2602,ZX970224806640,HKHKG,114.115233,22.340567,114,22
2603,WV783748144791,HKHKG,114.1166,22.33595,114,22
2604,CO110500846791,HKHKG,114.131515,22.326643,114,22
2605,GJ939696090713,HKHKG,114.11846299999999,22.332902999999998,114,22
2606,CO789628821908,HKHKG,114.116638,22.335708,114,22
2607,VN789643714749,HKHKG,114.120448,22.34439,114,22
2608,CI731673934438,HKHKG,114.12453300000001,22.3335,114,22
2609,FF185504486601,HKHKG,113.87706000000001,22.462753,113,22
2610,WX700390820497,HKHKG,114.11668200000001,22.336497,114,22
2611,ZN568189294158,HKHKG,114.11813300000001,22.331867000000003,114,22
2612,XZ549900971818,HKHKG,114.121228,22.326932,114,22
2613,AU372091858162,HKHKG,114.11925,22.344483,114,22
2614,EE910012535393,HKHKG,114.11813300000001,22.331867000000003,114,22
2615,ZM402362340922,HKHKG,114.12053,22.345205,114,22
2616,FE988699922266,HKHKG,114.116437,22.335397,114,22
2617,XY700463858173,HKHKG,114.121117,22.344202,114,22
2618,CI711006162170,HKHKG,114.117775,22.332985,114,22
2619,YL390999448372,HKHKG,114.11813300000001,22.331867000000003,114,22
2620,XZ984006510666,HKHKG,114.1175,22.333607,114,22
2621,VY520038771090,HKHKG,114.11813300000001,22.331867000000003,114,22
2622,UA798021337745,HKHKG,114.287872,22.570535,114,22
2623,GM502896001698,HKHKG,114.12664199999999,22.336454999999997,114,22
2624,BN148310107570,HNSLO,-89.881988,13.542073,-89,13
2625,ZX198466828718,HNSLO,-87.57656,13.179973,-87,13
2626,HL975889317297,HNSLO,-87.423372,13.401688,-87,13
2627,NW600171784911,HNSLO,-87.42325699999999,13.402032,-87,13
2628,FL338304873285,HNSLO,-87.423418,13.401860000000001,-87,13
2629,TF350192100956,HNSLO,-87.423418,13.401860000000001,-87,13
2630,ZX741696557865,HNSLO,-87.423167,13.400965,-87,13
2631,SP974114646355,HNSLO,-89.840502,13.575755,-89,13
2632,RD768877671183,HNSLO,-87.57986700000001,13.183786999999999,-87,13
2633,TV689500369603,HNSLO,-87.57656,13.179973,-87,13
2634,QB818390174932,HNSLO,-87.423547,13.4012,-87,13
2635,FY396238311260,HNSLO,-89.840502,13.575442,-89,13
2636,YV565442188906,HNSLO,-89.840502,13.575755,-89,13
2637,MZ965297722430,HNSLO,-87.57944499999999,13.232713,-87,13
2638,BI558874310383,HNTGU,-87.42333,13.402053,-87,13
2639,KS419118116820,HNTGU,-87.423227,13.401760000000001,-87,13
2640,SS578316134966,HNTGU,-87.42336,13.401947,-87,13
2641,IY609299654415,HNTGU,-87.42336999999999,13.401632000000001,-87,13
2642,RS806713186957,HNTGU,-87.42336999999999,13.401632000000001,-87,13
2643,XS412500792851,HNTGU,-87.422787,13.402904999999999,-87,13
2644,ZV464724943217,HNTGU,-87.42336999999999,13.401632000000001,-87,13
2645,IW981279903581,HNTGU,-87.423227,13.401760000000001,-87,13
2646,UO726777076584,HNTGU,-87.42333,13.402053,-87,13
2647,MG849840218203,HONG KONG,114.116293,22.335778,114,22
2648,TP812493486697,HONG KONG,114.116657,22.336408,114,22
2649,NP923683478958,HONG KONG,114.120373,22.329787,114,22
2650,PA373062684067,HONG KONG_HONG KONG,114.117102,22.347647,114,22
2651,FE977114085552,HONG KONG_HONG KONG,114.12461299999998,22.325123,114,22
2652,RL723231312016,HONG KONG_HONG KONG,114.124573,22.325103,114,22
2653,VQ224028272615,HONG KONG_HONG KONG,114.120745,22.345242000000002,114,22
2654,YB293215579736,HONGKONG,114.117972,22.347832,114,22
2655,IV399533114325,HONGKONG,114.123833,22.334167,114,22
2656,SM258890978325,HONGKONG,114.1292,22.328754999999997,114,22
2657,NF799479061230,HONGKONG,114.127342,22.327953,114,22
2658,MH928443294046,HONGKONG,114.124283,22.332432999999998,114,22
2659,ST415363792203,HONGKONG,114.12354199999999,22.324328,114,22
2660,XF634871916313,HONGKONG,114.12898799999999,22.328848,114,22
2661,HY598938348759,HONGKONG,114.127342,22.327953,114,22
2662,MW434787028129,HONGKONG,114.128028,22.328602,114,22
2663,XI600595946747,HONGKONG,114.128028,22.328602,114,22
2664,EW544467468168,HONGKONG,114.12465,22.333000000000002,114,22
2665,GJ476484243868,HONGKONG,114.12465,22.333000000000002,114,22
2666,AX832172805498,HRRIJ,23.579333,37.954925,23,37
2667,NH642660376157,HRRJK,14.454987,45.319437,14,45
2668,RV758696368224,HRRJK,14.454632,45.318517,14,45
2669,XY358195009282,HRRJK,14.454817000000002,45.318383000000004,14,45
2670,VV833862167394,HRRJK,14.454832999999999,45.319167,14,45
2671,TS832402764704,HRRJK,13.7332,45.5526,13,45
2672,RU454139913918,HRRJK,14.455167000000001,45.318999999999996,14,45
2673,BY704146310846,HRRJK,13.732682999999998,45.552828000000005,13,45
2674,EQ151764951940,HRRJK,14.455,45.319333,14,45
2675,NM502622953866,HRRJK,14.455093,45.319408,14,45
2676,OD925559525076,HRRJK,13.731910000000001,45.552333000000004,13,45
2677,DU911464522814,HRRJK,14.454195,45.3196,14,45
2678,ZN784215088902,HRRJK,13.733557999999999,45.553020000000004,13,45
2679,TN484031790051,HRRJK,14.454482999999998,45.319107,14,45
2680,EE165702284422,HRRJK,13.733557999999999,45.553020000000004,13,45
2681,GL616852596266,HRRJK,13.733417999999999,45.553017,13,45
2682,JE192911575630,HRRJK,14.45475,45.319318,14,45
2683,WT330416703596,HRRJK,14.45469,45.319092,14,45
2684,CP315091324852,HRRJK,14.454928,45.318998,14,45
2685,LD301573486598,HRRJK,14.453768,45.319593,14,45
2686,EY214339435529,HRRJK,14.454987,45.319437,14,45
2687,RJ991532289095,HRRJK,14.455167000000001,45.3195,14,45
2688,CY932741725762,HRRJK,14.454928,45.318998,14,45
2689,HA385087394583,HRRJK,14.455,45.319333,14,45
2690,WM366580740973,HRRJK,14.4547,45.31905,14,45
2691,KY496357820957,HRRJK,14.454713,45.319413,14,45
2692,NW914310118921,HRRJK,14.454923,45.319357000000004,14,45
2693,QL937761313845,HRRJK,14.454928,45.318998,14,45
2694,BP726052216771,HRRJK,14.4551,45.319482,14,45
2695,YQ234851525731,HRRJK,14.45485,45.318978,14,45
2696,RH683633566759,HTPAP,-72.348398,18.556235,-72,18
2697,HT811192315326,HTPAP,-72.348453,18.556293,-72,18
2698,LO942671978428,HTPAP,-72.351285,18.556548,-72,18
2699,AQ849026241942,HTPAP,-72.350213,18.55656,-72,18
2700,GU424794967806,HTPAP,-72.348417,18.556182999999997,-72,18
2701,UC651440443500,HTPAP,-72.34832,18.55624,-72,18
2702,LS772092700167,HTPAP,-72.351285,18.556548,-72,18
2703,DW744196689648,HTPAP,-72.761697,18.607938,-72,18
2704,JF259899560507,HTPAP,-72.351285,18.556548,-72,18
2705,IT382084263155,HTPAP,-76.84907700000001,17.945222,-76,17
2706,JD606736143698,HTPAP,-76.84907700000001,17.945222,-76,17
2707,RR862861227276,IDBLW,98.716427,3.7950120000000003,98,3
2708,VM174502234860,IDBLW,98.71651700000001,3.7951230000000002,98,3
2709,PT915981502071,IDBLW,98.715363,3.7949080000000004,98,3
2710,SY680976328350,IDBLW,98.71651700000001,3.7951230000000002,98,3
2711,NT393039409526,IDBLW,100.432505,3.283327,100,3
2712,DR763262471015,IDBLW,98.71629,3.79512,98,3
2713,CN651800062864,IDBLW,98.71595,3.7968,98,3
2714,RE735450860090,IDBLW,98.717383,3.7957669999999997,98,3
2715,KM753890965946,IDBLW,98.71593299999999,3.7944080000000002,98,3
2716,OE180181243259,IDBLW,98.71689,3.7953080000000003,98,3
2717,YC749771880338,IDBLW,98.716717,3.794917,98,3
2718,UO253641521578,IDBLW,98.71651700000001,3.7951230000000002,98,3
2719,JO126618222872,IDBLW,98.71620300000001,3.794713,98,3
2720,EJ361301957011,IDBLW,98.71784699999999,3.7964050000000005,98,3
2721,NJ479835705193,IDBLW,101.297368,2.94177,101,2
2722,YQ650273018046,IDBLW,98.716072,3.794772,98,3
2723,RL926082739987,IDBLW,98.71651700000001,3.7951230000000002,98,3
2724,NE157733958715,IDBLW,98.844842,3.965645,98,3
2725,YR465911858097,IDBLW,98.71741800000001,3.795833,98,3
2726,XQ866572039944,IDBLW,98.716427,3.7950120000000003,98,3
2727,GF104147329887,IDBLW,98.71629,3.79512,98,3
2728,LC644657023745,IDBLW,98.71606700000001,3.794683,98,3
2729,XQ469044240348,IDBLW,98.71784699999999,3.7964050000000005,98,3
2730,WQ279294557830,IDBLW,98.71525,3.7959330000000002,98,3
2731,OU276876347975,IDBLW,98.71784699999999,3.7964050000000005,98,3
2732,EV834389897248,IDBLW,98.71584200000001,3.794597,98,3
2733,EB470728713184,IDBLW,98.71646,3.795068,98,3
2734,DY327645762999,IDBLW,98.715363,3.7949080000000004,98,3
2735,HI843662027080,IDBLW,98.71629,3.79512,98,3
2736,XO371501782368,IDBLW,98.716487,3.795093,98,3
2737,OX753379017471,IDBLW,98.716115,3.7945580000000003,98,3
2738,KC436284814875,IDBLW,99.48355,3.64135,99,3
2739,RQ759828700530,IDBLW,101.297368,2.94177,101,2
2740,SI762790891308,IDBLW,98.71620300000001,3.794713,98,3
2741,IF757679285155,IDBLW,98.716042,3.79448,98,3
2742,SK442338763733,IDBLW,101.64745,2.474812,101,2
2743,HR575344702577,IDBLW,98.717892,3.79641,98,3
2744,ES746710506478,IDBLW,100.432505,3.283327,100,3
2745,RY939141791404,IDBLW,98.715363,3.7949080000000004,98,3
2746,OM228691213043,IDBLW,98.716487,3.795093,98,3
2747,DV266867564677,IDBLW,98.71741800000001,3.795833,98,3
2748,CB564724995025,IDBLW,98.716072,3.794772,98,3
2749,IU398843307510,IDBLW,98.71784699999999,3.7964050000000005,98,3
2750,PN200340424787,IDBLW,101.297368,2.94177,101,2
2751,UR179259166879,IDBLW,101.278755,2.919142,101,2
2752,YM396265882304,IDBLW,98.716042,3.79448,98,3
2753,OG946013147466,IDBLW,98.71629,3.79512,98,3
2754,KH737844688019,IDJAK,106.91873000000001,-6.095022,106,-6
2755,GI634142142933,IDJAK,106.918575,-6.096393,106,-6
2756,RM219388574860,IDJAK,107.30316499999999,-3.141963,107,-3
2757,CQ297968161603,IDJAK,106.89233300000001,-6.099533,106,-6
2758,JY788485317552,IDJAK,106.918575,-6.096393,106,-6
2759,ED200649475552,IDJAK,106.91873000000001,-6.095022,106,-6
2760,VC841591956174,IDJAK,106.892248,-6.099362,106,-6
2761,LA182718174620,IDJAK,106.89255,-6.101767,106,-6
2762,EF373739311546,IDJAK,106.91693500000001,-6.09546,106,-6
2763,GN597962503619,IDJAK,106.892183,-6.095867,106,-6
2764,HP280933109952,IDJAK,106.91873000000001,-6.095022,106,-6
2765,CF335000362607,IDJAK,106.91873000000001,-6.095022,106,-6
2766,JK102446904203,IDJAK,106.89233300000001,-6.099533,106,-6
2767,UJ691097713825,IDJAK,106.89255,-6.101767,106,-6
2768,JH695908526296,IDJAK,106.89231699999999,-6.1043330000000005,106,-6
2769,PD133723127206,IDJAK,106.892283,-6.099528,106,-6
2770,PC275052082130,IDJAK,106.892513,-6.09934,106,-6
2771,BT259107647781,IDJAK,106.89248300000001,-6.101767,106,-6
2772,BR989717307950,IDJAK,106.892348,-6.10238,106,-6
2773,FP379862241009,IDJAK,106.91960800000001,-6.0908169999999995,106,-6
2774,YI804949519029,IDJAK,106.918575,-6.096393,106,-6
2775,BN836692146145,IDJAK,106.91873000000001,-6.095022,106,-6
2776,OU688585665627,IDJAK,106.91739,-6.09234,106,-6
2777,II827854448431,IDJAK,106.89251000000002,-6.099382,106,-6
2778,NG391200759656,IDJAK,106.91960800000001,-6.0908169999999995,106,-6
2779,ZI848383368551,IDJAK,106.918575,-6.096393,106,-6
2780,IU880059650213,IDJAK,106.918575,-6.096393,106,-6
2781,VO342580251581,IDJAK,106.91873000000001,-6.095022,106,-6
2782,GW330878595552,IDJAK,106.892367,-6.10185,106,-6
2783,FG217897149539,IDJAK,106.91873000000001,-6.095022,106,-6
2784,SP161678608996,IDJAK,106.892348,-6.10238,106,-6
2785,VI561410614117,IDJAK,106.892248,-6.099362,106,-6
2786,LW479819583174,IDJAK,106.892513,-6.09934,106,-6
2787,OY720933835916,IDJAK,106.892513,-6.09934,106,-6
2788,PV731370530349,IDJAK,106.892513,-6.099403,106,-6
2789,PV305123261681,IDJAK,106.918575,-6.096393,106,-6
2790,RT888025185003,IDJKT,106.91944299999999,-6.096394999999999,106,-6
2791,DV789576967926,IDJKT,106.89218799999999,-6.102195,106,-6
2792,EJ249749810791,IDJKT,106.89221,-6.09949,106,-6
2793,IV654796470673,IDJKT,106.91944,-6.091252,106,-6
2794,RG129705456834,IDJKT,106.891833,-6.096667,106,-6
2795,RG284628480421,IDJKT,106.892175,-6.103883000000001,106,-6
2796,EK181322475226,IDJKT,106.91718,-6.092695,106,-6
2797,IV868920338164,IDJKT,106.892357,-6.1037930000000005,106,-6
2798,KD609900710401,IDJKT,106.89230800000001,-6.103757,106,-6
2799,WR932597082327,IDJKT,106.891833,-6.096667,106,-6
2800,RG796224192488,IDJKT,106.889197,-6.097007,106,-6
2801,VQ529678879668,IDJKT,106.91960300000001,-6.0907480000000005,106,-6
2802,SI412183045260,IDJKT,106.889125,-6.096417,106,-6
2803,JP284676330179,IDJKT,106.91943799999999,-6.0934349999999995,106,-6
2804,EZ970636267055,IDJKT,106.916408,-6.093662,106,-6
2805,KB884247042290,IDJKT,106.91605,-6.093912,106,-6
2806,EZ203128596358,IDJKT,106.919293,-6.0910470000000005,106,-6
2807,KB868664377758,IDJKT,106.889125,-6.096417,106,-6
2808,IY256227394261,IDJKT,106.91718,-6.092695,106,-6
2809,RH425856391010,IDJKT,106.903833,-6.096633,106,-6
2810,DX517624898736,IDJKT,106.895583,-6.095917,106,-6
2811,IY297886064415,IDJKT,106.89516699999999,-6.097167,106,-6
2812,VR525991494851,IDJKT,106.91968700000001,-6.090733,106,-6
2813,EI642284319106,IDJKT,106.91928,-6.09382,106,-6
2814,JP676343834489,IDJKT,106.91934499999999,-6.091203,106,-6
2815,VS557698555670,IDJKT,106.89250700000001,-6.10157,106,-6
2816,JZ762355871088,IDJKT,106.91943799999999,-6.0934349999999995,106,-6
2817,RI365643002658,IDJKT,106.919583,-6.091088,106,-6
2818,FA209276287766,IDJKT,106.916173,-6.09354,106,-6
2819,VP381647479896,IDJKT,106.89516699999999,-6.097167,106,-6
2820,FD725521842687,IDJKT,106.918945,-6.091252,106,-6
2821,VO783155479679,IDJKT,106.91946200000001,-6.091073000000001,106,-6
2822,VK702052912475,IDJKT,106.91944,-6.091252,106,-6
2823,EJ268026197588,IDJKT,106.8984,-6.097417,106,-6
2824,IM899301027824,IDJKT,106.91960300000001,-6.0907480000000005,106,-6
2825,SO827006542589,IDJKT,106.892402,-6.099585,106,-6
2826,KH695104884179,IDJKT,106.91934499999999,-6.091203,106,-6
2827,WU923236374216,IDJKT,106.916408,-6.093662,106,-6
2828,VL604417987376,IDJKT,106.89221200000001,-6.097167,106,-6
2829,VL726405374336,IDJKT,106.891833,-6.0958,106,-6
2830,FI836439879131,IDJKT,106.919312,-6.091342,106,-6
2831,RE215716307234,IDJKT,106.89243300000001,-6.0959330000000005,106,-6
2832,WU190871900932,IDJKT,106.919312,-6.091342,106,-6
2833,DT989718531730,IDJKT,106.919583,-6.091088,106,-6
2834,FI705728657212,IDJKT,106.91944,-6.091252,106,-6
2835,FI587692966605,IDJKT,106.91944,-6.091252,106,-6
2836,VN474494889943,IDJKT,106.919583,-6.091088,106,-6
2837,JO729416754159,IDJKT,106.919453,-6.09119,106,-6
2838,WT212907208365,IDJKT,106.91934499999999,-6.091203,106,-6
2839,RE933748408943,IDJKT,106.89220800000001,-6.104092,106,-6
2840,FF395254214800,IDJKT,106.889125,-6.096417,106,-6
2841,RF158841871878,IDJKT,106.89249199999999,-6.09945,106,-6
2842,SK736792883949,IDJKT,106.8921,-6.1042,106,-6
2843,IR393259409248,IDJKT,106.89221,-6.09949,106,-6
2844,SK555671780310,IDJKT,106.889125,-6.096417,106,-6
2845,KF269694247209,IDJKT,106.916173,-6.09354,106,-6
2846,DU981496946357,IDJKT,106.919453,-6.09119,106,-6
2847,WT127125162195,IDJKT,106.91946200000001,-6.0937220000000005,106,-6
2848,WD873547366429,IDJKT,106.919343,-6.091143,106,-6
2849,RF920811028401,IDJKT,106.919453,-6.09119,106,-6
2850,FE471700058210,IDJKT,106.919343,-6.091143,106,-6
2851,WB561168545442,IDJKT,106.89691200000001,-6.097103,106,-6
2852,EX935305675099,IDJKT,106.89238300000001,-6.09985,106,-6
2853,IZ691247543487,IDJKT,106.89241499999999,-6.099457,106,-6
2854,EU827384585959,IDJKT,106.91605,-6.093912,106,-6
2855,RZ787691004945,IDJKT,106.917892,-6.093462000000001,106,-6
2856,EC897727574261,IDJKT,106.919453,-6.09119,106,-6
2857,RZ742693550349,IDJKT,106.91946200000001,-6.0937220000000005,106,-6
2858,JE200180734708,IDJKT,106.88076699999999,-6.046467,106,-6
2859,EU597617702247,IDJKT,106.91963500000001,-6.090895,106,-6
2860,VV714324103630,IDJKT,106.89516699999999,-6.097167,106,-6
2861,JE771689836343,IDJKT,106.89238300000001,-6.104202,106,-6
2862,JF186509748812,IDJKT,106.898348,-6.096383,106,-6
2863,RX636680496467,IDJKT,106.91928,-6.09382,106,-6
2864,VX461078045280,IDJKT,106.919453,-6.09119,106,-6
2865,RM416784763211,IDJKT,106.89096799999999,-6.095022,106,-6
2866,WF614659558479,IDJKT,106.919583,-6.091088,106,-6
2867,ED634770409286,IDJKT,106.889125,-6.096417,106,-6
2868,JH990069118641,IDJKT,106.919067,-6.09124,106,-6
2869,JI251635000052,IDJKT,106.916173,-6.09354,106,-6
2870,EM391474403472,IDJKT,106.89230800000001,-6.103757,106,-6
2871,JI406014400504,IDJKT,106.91946200000001,-6.091073000000001,106,-6
2872,JJ286428944542,IDJKT,106.91960300000001,-6.0907480000000005,106,-6
2873,EP774334064017,IDJKT,106.91878200000001,-6.092105,106,-6
2874,WB794906361392,IDJKT,106.891833,-6.096667,106,-6
2875,RT467259312303,IDJKT,106.91928,-6.09382,106,-6
2876,RP141536672146,IDJKT,106.892472,-6.102503,106,-6
2877,RO771202642364,IDJKT,106.919628,-6.093918,106,-6
2878,WI729652574186,IDJKT,106.89691200000001,-6.097103,106,-6
2879,JL161192912390,IDJKT,106.91946200000001,-6.091073000000001,106,-6
2880,WB178189160816,IDJKT,106.892175,-6.103883000000001,106,-6
2881,RO314387731799,IDJKT,106.89238300000001,-6.09985,106,-6
2882,JR875769143801,IDJKT,106.892417,-6.0992169999999994,106,-6
2883,RZ879442633089,IDJKT,106.895583,-6.095917,106,-6
2884,EH792048548709,IDJKT,106.8984,-6.097417,106,-6
2885,RL462289329986,IDJKT,106.91946200000001,-6.0937220000000005,106,-6
2886,VV367241473396,IDJKT,106.91913500000001,-6.096442,106,-6
2887,RQ980693594767,IDJKT,106.915985,-6.09459,106,-6
2888,WP222218245229,IDJKT,106.8921,-6.1042,106,-6
2889,EX761517341818,IDJKT,106.91946200000001,-6.091073000000001,106,-6
2890,DY957521153114,IDJKT,106.89203,-6.0967199999999995,106,-6
2891,EX594016073377,IDJKT,106.915985,-6.09459,106,-6
2892,WO855561222161,IDJKT,106.91928,-6.09382,106,-6
2893,VT116348413174,IDJKT,106.892417,-6.0992169999999994,106,-6
2894,SC650232976319,IDJKT,106.91605,-6.093912,106,-6
2895,JA535778528036,IDJKT,106.89183700000001,-6.095863,106,-6
2896,WD944865763062,IDJKT,106.915985,-6.09459,106,-6
2897,JA559979724673,IDJKT,106.919343,-6.091143,106,-6
2898,VT806007215474,IDJKT,106.91946200000001,-6.091073000000001,106,-6
2899,RS322791555253,IDJKT,106.89246200000001,-6.099563,106,-6
2900,DZ451591169052,IDJKT,106.915985,-6.09459,106,-6
2901,SD141959860764,IDJKT,106.91946200000001,-6.091073000000001,106,-6
2902,RJ863852638357,IDJKT,106.91928,-6.09382,106,-6
2903,EA759510300440,IDJKT,106.91946200000001,-6.091073000000001,106,-6
2904,JB653581805641,IDJKT,106.89691200000001,-6.097103,106,-6
2905,SB734297516327,IDJKT,106.892417,-6.0992169999999994,106,-6
2906,RK560083714870,IDJKT,106.91946200000001,-6.0937220000000005,106,-6
2907,RQ278746185377,IDJKT,106.89230800000001,-6.103757,106,-6
2908,EV347922791698,IDJKT,106.91605,-6.093912,106,-6
2909,EM287556514744,IDJKT,107.346595,-2.695498,107,-2
2910,JC763139879296,IDJKT,106.91946200000001,-6.0937220000000005,106,-6
2911,WM956981298862,IDJKT,106.919312,-6.091342,106,-6
2912,JC808306633282,IDJKT,106.89516699999999,-6.097167,106,-6
2913,JD107485285553,IDJKT,106.916408,-6.093662,106,-6
2914,JD237856698359,IDJKT,106.91605,-6.093912,106,-6
2915,RL352563519675,IDJKT,106.898348,-6.096383,106,-6
2916,JB186310299136,IDJKT,106.91946200000001,-6.091073000000001,106,-6
